Selection treatment,Line,Maternal age,Maternal.ID,Sex,Development,Lifespan
Short-life,BlackShort,2,BlackShort16,F,23,22
Short-life,BlackShort,2,BlackShort16,F,23,23
Short-life,BlackShort,2,BlackShort16,M,22,21
Short-life,BlackShort,2,BlackShort16,F,23,17
Short-life,BlackShort,2,BlackShort16,M,22,24
Short-life,BlackShort,2,BlackShort16,F,23,24
Short-life,BlackShort,2,BlackShort16,M,24,21
Short-life,BlackShort,2,BlackShort16,M,21,14
Short-life,BlackShort,2,BlackShort16,F,35,25
Short-life,BlackShort,2,BlackShort16,F,23,31
Short-life,BlackShort,2,BlackShort16,M,22,22
Short-life,BlackShort,2,BlackShort17,F,22,19
Short-life,BlackShort,2,BlackShort17,M,21,18
Short-life,BlackShort,2,BlackShort17,M,21,15
Short-life,BlackShort,2,BlackShort17,F,22,22
Short-life,BlackShort,2,BlackShort17,M,22,15
Short-life,BlackShort,2,BlackShort17,M,22,19
Short-life,BlackShort,2,BlackShort17,M,22,11
Short-life,BlackShort,2,BlackShort17,M,22,17
Short-life,BlackShort,2,BlackShort17,F,21,25
Short-life,BlackShort,2,BlackShort17,F,22,26
Short-life,BlackShort,2,BlackShort17,F,23,25
Short-life,BlackShort,2,BlackShort17,F,21,16
Short-life,BlackShort,2,BlackShort17,F,22,25
Short-life,BlackShort,2,BlackShort17,F,22,23
Short-life,BlackShort,2,BlackShort17,M,22,15
Short-life,BlackShort,2,BlackShort18,F,23,23
Short-life,BlackShort,2,BlackShort18,F,22,29
Short-life,BlackShort,2,BlackShort18,F,22,32
Short-life,BlackShort,2,BlackShort18,F,23,33
Short-life,BlackShort,2,BlackShort18,M,22,18
Short-life,BlackShort,2,BlackShort18,F,23,28
Short-life,BlackShort,2,BlackShort18,F,22,24
Short-life,BlackShort,2,BlackShort18,F,23,27
Short-life,BlackShort,2,BlackShort18,F,23,26
Short-life,BlackShort,2,BlackShort18,F,23,27
Short-life,BlackShort,2,BlackShort18,F,23,28
Short-life,BlackShort,2,BlackShort18,M,22,17
Short-life,BlackShort,2,BlackShort19,F,24,23
Short-life,BlackShort,2,BlackShort19,F,23,31
Short-life,BlackShort,2,BlackShort19,M,22,10
Short-life,BlackShort,2,BlackShort19,F,23,25
Short-life,BlackShort,2,BlackShort19,M,23,15
Short-life,BlackShort,2,BlackShort19,F,22,24
Short-life,BlackShort,2,BlackShort19,F,23,27
Short-life,BlackShort,2,BlackShort19,M,23,12
Short-life,BlackShort,2,BlackShort19,M,23,13
Short-life,BlackShort,2,BlackShort19,F,23,21
Short-life,BlackShort,2,BlackShort19,M,22,12
Short-life,BlackShort,2,BlackShort19,M,22,11
Short-life,BlackShort,2,BlackShort19,M,22,15
Short-life,BlackShort,2,BlackShort19,M,23,19
Short-life,BlackShort,2,BlackShort19,M,22,10
Short-life,BlackShort,2,BlackShort19,M,23,12
Short-life,BlackShort,2,BlackShort19,F,23,30
Short-life,BlackShort,2,BlackShort19,M,23,14
Short-life,BlackShort,2,BlackShort19,M,22,14
Short-life,BlackShort,2,BlackShort19,M,23,19
Short-life,BlackShort,2,BlackShort20,F,22,27
Short-life,BlackShort,2,BlackShort20,M,22,16
Short-life,BlackShort,2,BlackShort20,M,22,25
Short-life,BlackShort,2,BlackShort20,F,27,23
Short-life,BlackShort,2,BlackShort20,F,22,23
Short-life,BlackShort,2,BlackShort20,F,22,32
Short-life,BlackShort,2,BlackShort20,F,22,19
Short-life,BlackShort,2,BlackShort20,M,22,20
Short-life,BlackShort,2,BlackShort20,F,23,28
Short-life,BlackShort,2,BlackShort20,F,22,29
Short-life,BlackShort,2,BlackShort20,F,23,30
Short-life,BlackShort,2,BlackShort20,M,22,24
Short-life,BlackShort,2,BlackShort20,F,22,24
Short-life,BlackShort,2,BlackShort20,M,22,18
Short-life,BlackShort,2,BlackShort20,M,22,18
Short-life,BlackShort,2,BlackShort20,F,23,26
Short-life,BlackShort,2,BlackShort20,M,22,12
Short-life,BlackShort,2,BlackShort20,M,23,13
Short-life,BlackShort,2,BlackShort20,M,29,19
Short-life,BlueShort,2,BlueShort1,M,26,14
Short-life,BlueShort,2,BlueShort1,F,22,21
Short-life,BlueShort,2,BlueShort1,F,23,22
Short-life,BlueShort,2,BlueShort1,F,22,25
Short-life,BlueShort,2,BlueShort1,M,22,11
Short-life,BlueShort,2,BlueShort1,F,23,18
Short-life,BlueShort,2,BlueShort1,F,23,19
Short-life,BlueShort,2,BlueShort1,M,22,13
Short-life,BlueShort,2,BlueShort1,F,23,21
Short-life,BlueShort,2,BlueShort1,F,23,17
Short-life,BlueShort,2,BlueShort1,M,22,13
Short-life,BlueShort,2,BlueShort1,M,23,10
Short-life,BlueShort,2,BlueShort1,M,23,16
Short-life,BlueShort,2,BlueShort1,M,22,10
Short-life,BlueShort,2,BlueShort1,F,23,21
Short-life,BlueShort,2,BlueShort1,F,23,20
Short-life,BlueShort,2,BlueShort1,M,23,10
Short-life,BlueShort,2,BlueShort1,M,24,15
Short-life,BlueShort,2,BlueShort2,M,22,14
Short-life,BlueShort,2,BlueShort2,F,23,20
Short-life,BlueShort,2,BlueShort2,M,21,11
Short-life,BlueShort,2,BlueShort2,M,22,12
Short-life,BlueShort,2,BlueShort2,M,22,14
Short-life,BlueShort,2,BlueShort2,M,22,11
Short-life,BlueShort,2,BlueShort2,F,23,30
Short-life,BlueShort,2,BlueShort2,M,22,12
Short-life,BlueShort,2,BlueShort2,M,22,19
Short-life,BlueShort,2,BlueShort2,F,23,23
Short-life,BlueShort,2,BlueShort2,M,21,14
Short-life,BlueShort,2,BlueShort2,M,22,16
Short-life,BlueShort,2,BlueShort2,F,22,21
Short-life,BlueShort,2,BlueShort2,M,23,11
Short-life,BlueShort,2,BlueShort2,F,22,31
Short-life,BlueShort,2,BlueShort2,F,22,21
Short-life,BlueShort,2,BlueShort3,F,23,24
Short-life,BlueShort,2,BlueShort3,F,23,25
Short-life,BlueShort,2,BlueShort3,M,23,20
Short-life,BlueShort,2,BlueShort3,F,23,26
Short-life,BlueShort,2,BlueShort3,M,22,20
Short-life,BlueShort,2,BlueShort3,M,22,20
Short-life,BlueShort,2,BlueShort3,F,23,29
Short-life,BlueShort,2,BlueShort3,F,22,32
Short-life,BlueShort,2,BlueShort3,M,22,24
Short-life,BlueShort,2,BlueShort3,M,23,21
Short-life,BlueShort,2,BlueShort3,F,24,27
Short-life,BlueShort,2,BlueShort3,F,23,32
Short-life,BlueShort,2,BlueShort3,F,23,30
Short-life,BlueShort,2,BlueShort3,F,23,28
Short-life,BlueShort,2,BlueShort3,M,22,18
Short-life,BlueShort,2,BlueShort3,M,22,17
Short-life,BlueShort,2,BlueShort3,M,22,15
Short-life,BlueShort,2,BlueShort3,F,22,25
Short-life,BlueShort,2,BlueShort4,F,23,28
Short-life,BlueShort,2,BlueShort4,F,22,23
Short-life,BlueShort,2,BlueShort4,F,23,28
Short-life,BlueShort,2,BlueShort4,F,23,25
Short-life,BlueShort,2,BlueShort4,F,23,29
Short-life,BlueShort,2,BlueShort4,F,23,31
Short-life,BlueShort,2,BlueShort4,F,23,31
Short-life,BlueShort,2,BlueShort4,F,28,25
Short-life,BlueShort,2,BlueShort4,M,22,21
Short-life,BlueShort,2,BlueShort4,M,22,21
Short-life,BlueShort,2,BlueShort4,F,23,27
Short-life,BlueShort,2,BlueShort4,M,23,19
Short-life,BlueShort,2,BlueShort4,F,29,31
Short-life,BlueShort,2,BlueShort4,F,22,36
Short-life,BlueShort,2,BlueShort4,M,23,19
Short-life,BlueShort,2,BlueShort4,F,23,31
Short-life,BlueShort,2,BlueShort4,M,23,21
Short-life,BlueShort,2,BlueShort4,M,23,15
Short-life,BlueShort,2,BlueShort4,F,23,31
Short-life,BlueShort,2,BlueShort5,F,23,35
Short-life,BlueShort,2,BlueShort5,M,22,19
Short-life,BlueShort,2,BlueShort5,M,23,13
Short-life,BlueShort,2,BlueShort5,M,22,22
Short-life,BlueShort,2,BlueShort5,F,23,20
Short-life,BlueShort,2,BlueShort5,M,23,11
Short-life,BlueShort,2,BlueShort5,M,23,17
Short-life,BlueShort,2,BlueShort5,F,22,27
Short-life,BlueShort,2,BlueShort5,F,22,28
Short-life,BlueShort,2,BlueShort5,F,23,35
Short-life,BlueShort,2,BlueShort5,M,22,19
Short-life,BlueShort,2,BlueShort5,F,23,28
Short-life,BlueShort,2,BlueShort6,F,22,35
Short-life,BlueShort,2,BlueShort6,F,22,32
Short-life,BlueShort,2,BlueShort6,F,22,32
Short-life,BlueShort,2,BlueShort6,M,23,18
Short-life,BlueShort,2,BlueShort6,M,22,17
Short-life,BlueShort,2,BlueShort6,M,24,19
Short-life,BlueShort,2,BlueShort6,M,22,18
Short-life,BlueShort,2,BlueShort6,M,22,24
Short-life,BlueShort,2,BlueShort6,F,23,30
Short-life,BlueShort,2,BlueShort6,M,23,21
Short-life,BlueShort,2,BlueShort6,M,23,21
Short-life,BlueShort,2,BlueShort6,F,22,28
Short-life,BlueShort,2,BlueShort6,M,22,20
Short-life,BlueShort,2,BlueShort6,F,22,33
Short-life,BlueShort,2,BlueShort6,F,22,27
Short-life,BlueShort,2,BlueShort7,M,22,16
Short-life,BlueShort,2,BlueShort7,M,22,15
Short-life,BlueShort,2,BlueShort7,F,23,27
Short-life,BlueShort,2,BlueShort7,M,22,19
Short-life,BlueShort,2,BlueShort7,F,23,25
Short-life,BlueShort,2,BlueShort7,M,23,23
Short-life,BlueShort,2,BlueShort7,M,22,23
Short-life,BlueShort,2,BlueShort7,F,22,25
Short-life,BlueShort,2,BlueShort7,F,23,28
Short-life,BlueShort,2,BlueShort7,F,23,22
Short-life,BlueShort,2,BlueShort7,M,23,19
Short-life,BlueShort,2,BlueShort7,F,23,27
Short-life,BlueShort,2,BlueShort7,M,23,25
Short-life,BlueShort,2,BlueShort7,F,23,38
Short-life,BlueShort,2,BlueShort7,M,23,23
Short-life,BlueShort,2,BlueShort7,M,22,19
Short-life,BlueShort,2,BlueShort7,F,23,21
Short-life,BlueShort,2,BlueShort7,M,22,21
Short-life,BlueShort,2,BlueShort7,M,22,15
Short-life,BlueShort,2,BlueShort7,M,23,21
Short-life,BlueShort,2,BlueShort8,M,22,18
Short-life,BlueShort,2,BlueShort8,M,22,26
Short-life,BlueShort,2,BlueShort8,M,22,18
Short-life,BlueShort,2,BlueShort8,M,22,20
Short-life,BlueShort,2,BlueShort8,M,23,14
Short-life,BlueShort,2,BlueShort8,M,21,14
Short-life,BlueShort,2,BlueShort8,F,23,21
Short-life,BlueShort,2,BlueShort8,F,23,31
Short-life,BlueShort,2,BlueShort8,M,22,18
Short-life,BlueShort,2,BlueShort8,F,22,29
Short-life,BlueShort,2,BlueShort8,F,22,26
Short-life,BlueShort,2,BlueShort8,F,23,25
Short-life,BlueShort,2,BlueShort8,F,22,22
Short-life,BlueShort,2,BlueShort8,M,23,20
Short-life,BlueShort,2,BlueShort8,F,22,22
Short-life,BlueShort,2,BlueShort9,M,22,14
Short-life,BlueShort,2,BlueShort9,F,24,23
Short-life,BlueShort,2,BlueShort9,F,23,24
Short-life,BlueShort,2,BlueShort9,F,22,26
Short-life,BlueShort,2,BlueShort9,F,22,20
Short-life,BlueShort,2,BlueShort9,F,22,25
Short-life,BlueShort,2,BlueShort9,M,22,22
Short-life,BlueShort,2,BlueShort9,M,22,17
Short-life,BlueShort,2,BlueShort9,M,26,16
Short-life,BlueShort,2,BlueShort9,M,22,16
Short-life,BlueShort,2,BlueShort9,M,22,12
Short-life,BlueShort,2,BlueShort9,F,23,27
Short-life,BlueShort,2,BlueShort9,F,22,27
Short-life,BlueShort,2,BlueShort9,M,22,16
Short-life,BlueShort,2,BlueShort9,F,22,26
Short-life,BlueShort,2,BlueShort10,F,23,30
Short-life,BlueShort,2,BlueShort10,F,23,27
Short-life,BlueShort,2,BlueShort10,F,23,20
Short-life,BlueShort,2,BlueShort10,F,23,30
Short-life,BlueShort,2,BlueShort10,M,23,12
Short-life,BlueShort,2,BlueShort10,F,23,17
Short-life,BlueShort,2,BlueShort10,F,24,30
Short-life,BlueShort,2,BlueShort10,F,23,22
Short-life,BlueShort,2,BlueShort10,F,22,28
Short-life,BlueShort,2,BlueShort10,M,23,14
Short-life,BlueShort,2,BlueShort10,F,23,25
Short-life,BlueShort,2,BlueShort10,F,23,28
Short-life,BlueShort,2,BlueShort10,F,24,23
Short-life,BlueShort,2,BlueShort10,M,22,23
Short-life,BlueShort,2,BlueShort10,F,23,23
Short-life,BlueShort,2,BlueShort11,M,22,16
Short-life,BlueShort,2,BlueShort11,M,22,14
Short-life,BlueShort,2,BlueShort11,F,22,20
Short-life,BlueShort,2,BlueShort11,F,23,36
Short-life,BlueShort,2,BlueShort11,F,23,22
Short-life,BlueShort,2,BlueShort11,F,22,28
Short-life,BlueShort,2,BlueShort11,F,23,35
Short-life,BlueShort,2,BlueShort11,F,24,29
Short-life,BlueShort,2,BlueShort11,M,23,17
Short-life,BlueShort,2,BlueShort11,F,22,22
Short-life,BlueShort,2,BlueShort11,M,23,13
Short-life,BlueShort,2,BlueShort11,F,23,27
Short-life,BlueShort,2,BlueShort11,F,22,21
Short-life,BlueShort,2,BlueShort11,F,22,30
Short-life,BlueShort,2,BlueShort11,F,22,23
Short-life,BlueShort,2,BlueShort11,F,22,32
Short-life,BlueShort,2,BlueShort12,F,22,28
Short-life,BlueShort,2,BlueShort12,M,23,21
Short-life,BlueShort,2,BlueShort12,M,24,21
Short-life,BlueShort,2,BlueShort12,M,22,18
Short-life,BlueShort,2,BlueShort12,M,22,23
Short-life,BlueShort,2,BlueShort12,M,23,13
Short-life,BlueShort,2,BlueShort12,M,23,17
Short-life,BlueShort,2,BlueShort12,F,23,22
Short-life,BlueShort,2,BlueShort12,F,22,24
Short-life,BlueShort,2,BlueShort12,M,22,16
Short-life,BlueShort,2,BlueShort12,F,22,27
Short-life,BlueShort,2,BlueShort12,M,22,18
Short-life,BlueShort,2,BlueShort12,F,23,33
Short-life,BlueShort,2,BlueShort12,M,22,21
Short-life,BlueShort,2,BlueShort12,M,23,20
Short-life,BlueShort,2,BlueShort12,F,21,31
Short-life,BlueShort,2,BlueShort12,F,22,26
Short-life,BlueShort,2,BlueShort12,F,23,37
Short-life,BlueShort,2,BlueShort12,M,21,16
Short-life,BlueShort,2,BlueShort12,F,22,35
Short-life,BlueShort,2,BlueShort12,M,23,13
Short-life,BlueShort,2,BlueShort12,F,22,20
Short-life,BlueShort,2,BlueShort13,F,23,33
Short-life,BlueShort,2,BlueShort13,M,22,18
Short-life,BlueShort,2,BlueShort13,F,23,32
Short-life,BlueShort,2,BlueShort13,M,23,19
Short-life,BlueShort,2,BlueShort13,F,22,41
Short-life,BlueShort,2,BlueShort13,F,24,30
Short-life,BlueShort,2,BlueShort13,M,24,16
Short-life,BlueShort,2,BlueShort13,M,22,19
Short-life,BlueShort,2,BlueShort13,F,23,30
Short-life,BlueShort,2,BlueShort13,F,23,34
Short-life,BlueShort,2,BlueShort13,M,23,18
Short-life,BlueShort,2,BlueShort13,F,22,29
Short-life,BlueShort,2,BlueShort13,M,22,18
Short-life,BlueShort,2,BlueShort14,F,23,27
Short-life,BlueShort,2,BlueShort14,M,22,18
Short-life,BlueShort,2,BlueShort14,F,23,29
Short-life,BlueShort,2,BlueShort14,M,22,14
Short-life,BlueShort,2,BlueShort14,F,24,27
Short-life,BlueShort,2,BlueShort14,F,23,29
Short-life,BlueShort,2,BlueShort14,M,23,19
Short-life,BlueShort,2,BlueShort14,M,22,19
Short-life,BlueShort,2,BlueShort14,F,22,21
Short-life,BlueShort,2,BlueShort14,F,22,31
Short-life,BlueShort,2,BlueShort14,M,23,11
Short-life,BlueShort,2,BlueShort14,F,24,30
Short-life,BlueShort,2,BlueShort14,F,23,17
Short-life,BlueShort,2,BlueShort14,F,24,23
Short-life,BlueShort,2,BlueShort15,M,23,21
Short-life,BlueShort,2,BlueShort15,M,23,20
Short-life,BlueShort,2,BlueShort15,M,23,21
Short-life,BlueShort,2,BlueShort15,F,24,34
Short-life,BlueShort,2,BlueShort15,F,22,32
Short-life,BlueShort,2,BlueShort15,F,22,40
Short-life,BlueShort,2,BlueShort15,M,22,28
Short-life,BlueShort,2,BlueShort15,F,22,27
Short-life,BlueShort,2,BlueShort15,M,22,23
Short-life,BlueShort,2,BlueShort15,M,22,22
Short-life,BlueShort,2,BlueShort15,F,28,32
Short-life,BlueShort,2,BlueShort15,F,23,35
Short-life,BlueShort,2,BlueShort15,F,23,42
Short-life,BlueShort,2,BlueShort15,F,23,25
Short-life,BlueShort,2,BlueShort15,F,23,33
Short-life,BlueShort,2,BlueShort15,M,23,26
Short-life,BlueShort,2,BlueShort15,F,22,28
Short-life,BlueShort,2,BlueShort15,F,23,36
Short-life,BlueShort,2,BlueShort15,M,23,21
Short-life,BlueShort,2,BlueShort15,M,22,21
Short-life,BlueShort,2,BlueShort15,F,22,28
Short-life,BlueShort,2,BlueShort16,F,26,26
Short-life,BlueShort,2,BlueShort16,F,23,31
Short-life,BlueShort,2,BlueShort16,M,22,19
Short-life,BlueShort,2,BlueShort16,M,22,18
Short-life,BlueShort,2,BlueShort16,F,23,24
Short-life,BlueShort,2,BlueShort16,M,23,14
Short-life,BlueShort,2,BlueShort16,F,22,23
Short-life,BlueShort,2,BlueShort16,F,24,25
Short-life,BlueShort,2,BlueShort16,M,22,24
Short-life,BlueShort,2,BlueShort16,M,22,21
Short-life,BlueShort,2,BlueShort16,F,22,32
Short-life,BlueShort,2,BlueShort16,M,22,15
Short-life,BlueShort,2,BlueShort16,F,24,28
Short-life,BlueShort,2,BlueShort16,M,23,17
Short-life,BlueShort,2,BlueShort16,M,23,14
Short-life,BlueShort,2,BlueShort16,F,23,28
Short-life,BlueShort,2,BlueShort16,F,23,27
Short-life,BlueShort,2,BlueShort16,F,23,30
Short-life,BlueShort,2,BlueShort17,M,22,19
Short-life,BlueShort,2,BlueShort17,M,21,19
Short-life,BlueShort,2,BlueShort17,F,22,28
Short-life,BlueShort,2,BlueShort17,M,22,25
Short-life,BlueShort,2,BlueShort17,M,22,18
Short-life,BlueShort,2,BlueShort17,M,22,22
Short-life,BlueShort,2,BlueShort17,F,22,22
Short-life,BlueShort,2,BlueShort17,M,22,15
Short-life,BlueShort,2,BlueShort17,F,23,24
Short-life,BlueShort,2,BlueShort17,M,22,20
Short-life,BlueShort,2,BlueShort17,M,21,16
Short-life,BlueShort,2,BlueShort17,M,22,19
Short-life,BlueShort,2,BlueShort17,F,22,23
Short-life,BlueShort,2,BlueShort17,F,23,25
Short-life,BlueShort,2,BlueShort17,F,21,24
Short-life,BlueShort,2,BlueShort17,F,21,25
Short-life,BlueShort,2,BlueShort17,M,25,23
Short-life,BlueShort,2,BlueShort17,M,22,19
Short-life,BlueShort,2,BlueShort17,M,22,15
Short-life,BlueShort,2,BlueShort17,M,22,20
Short-life,BlueShort,2,BlueShort17,F,23,29
Short-life,BlueShort,2,BlueShort17,F,22,28
Short-life,BlueShort,2,BlueShort17,F,21,25
Short-life,BlueShort,2,BlueShort18,F,23,27
Short-life,BlueShort,2,BlueShort18,F,22,29
Short-life,BlueShort,2,BlueShort18,M,22,16
Short-life,BlueShort,2,BlueShort18,M,22,21
Short-life,BlueShort,2,BlueShort18,F,23,30
Short-life,BlueShort,2,BlueShort18,M,21,19
Short-life,BlueShort,2,BlueShort18,M,23,20
Short-life,BlueShort,2,BlueShort18,F,24,24
Short-life,BlueShort,2,BlueShort18,M,22,21
Short-life,BlueShort,2,BlueShort18,M,22,22
Short-life,BlueShort,2,BlueShort18,F,22,32
Short-life,BlueShort,2,BlueShort18,F,22,26
Short-life,BlueShort,2,BlueShort18,F,22,35
Short-life,BlueShort,2,BlueShort18,F,22,33
Short-life,BlueShort,2,BlueShort18,F,23,28
Short-life,BlueShort,2,BlueShort18,F,22,25
Short-life,BlueShort,2,BlueShort18,F,23,27
Short-life,BlueShort,2,BlueShort19,F,23,22
Short-life,BlueShort,2,BlueShort19,M,23,20
Short-life,BlueShort,2,BlueShort19,M,23,23
Short-life,BlueShort,2,BlueShort19,M,22,24
Short-life,BlueShort,2,BlueShort19,M,23,20
Short-life,BlueShort,2,BlueShort19,F,22,26
Short-life,BlueShort,2,BlueShort19,M,21,22
Short-life,BlueShort,2,BlueShort19,M,23,15
Short-life,BlueShort,2,BlueShort19,F,22,31
Short-life,BlueShort,2,BlueShort19,F,23,30
Short-life,BlueShort,2,BlueShort19,M,22,21
Short-life,BlueShort,2,BlueShort19,F,22,25
Short-life,BlueShort,2,BlueShort19,M,22,26
Short-life,BlueShort,2,BlueShort19,F,23,21
Short-life,BlueShort,2,BlueShort19,F,23,30
Short-life,BlueShort,2,BlueShort19,M,22,22
Short-life,BlueShort,2,BlueShort19,F,23,28
Short-life,BlueShort,2,BlueShort19,M,22,21
Short-life,BlueShort,2,BlueShort20,F,23,27
Short-life,BlueShort,2,BlueShort20,M,23,14
Short-life,BlueShort,2,BlueShort20,M,23,14
Short-life,BlueShort,2,BlueShort20,F,22,20
Short-life,BlueShort,2,BlueShort20,F,23,22
Short-life,BlueShort,2,BlueShort20,F,22,20
Short-life,BlueShort,2,BlueShort20,F,22,21
Short-life,BlueShort,2,BlueShort20,M,23,16
Short-life,BlueShort,2,BlueShort20,F,23,24
Short-life,BlueShort,2,BlueShort20,M,21,19
Short-life,BlueShort,2,BlueShort20,F,24,23
Short-life,BlueShort,2,BlueShort20,F,23,28
Short-life,BlueShort,2,BlueShort20,M,22,11
Short-life,BlueShort,2,BlueShort20,M,22,16
Short-life,GreenShort,3,GreenShort1,F,22,20
Short-life,GreenShort,3,GreenShort1,M,24,15
Short-life,GreenShort,3,GreenShort1,M,22,17
Short-life,GreenShort,3,GreenShort1,M,22,15
Short-life,GreenShort,3,GreenShort1,M,22,23
Short-life,GreenShort,3,GreenShort1,M,22,17
Short-life,GreenShort,3,GreenShort1,F,27,34
Short-life,GreenShort,3,GreenShort1,M,22,23
Short-life,GreenShort,3,GreenShort1,F,22,20
Short-life,GreenShort,3,GreenShort1,M,25,19
Short-life,GreenShort,3,GreenShort1,M,23,18
Short-life,GreenShort,3,GreenShort2,F,21,27
Short-life,GreenShort,3,GreenShort2,F,23,33
Short-life,GreenShort,3,GreenShort2,M,22,19
Short-life,GreenShort,3,GreenShort2,F,21,33
Short-life,GreenShort,3,GreenShort2,F,22,31
Short-life,GreenShort,3,GreenShort2,F,22,36
Short-life,GreenShort,3,GreenShort2,F,22,29
Short-life,GreenShort,3,GreenShort2,M,22,22
Short-life,GreenShort,3,GreenShort2,M,22,23
Short-life,GreenShort,3,GreenShort2,M,21,23
Short-life,GreenShort,3,GreenShort2,M,22,28
Short-life,GreenShort,3,GreenShort2,M,22,23
Short-life,GreenShort,3,GreenShort2,M,22,18
Short-life,GreenShort,3,GreenShort2,F,23,21
Short-life,GreenShort,3,GreenShort2,M,22,20
Short-life,GreenShort,3,GreenShort2,M,22,20
Short-life,GreenShort,3,GreenShort2,M,22,20
Short-life,GreenShort,3,GreenShort2,F,22,26
Short-life,GreenShort,3,GreenShort2,M,22,22
Short-life,GreenShort,3,GreenShort2,F,25,26
Short-life,GreenShort,3,GreenShort2,F,22,26
Short-life,GreenShort,3,GreenShort2,M,21,26
Short-life,GreenShort,3,GreenShort3,F,25,14
Short-life,GreenShort,3,GreenShort3,F,23,38
Short-life,GreenShort,3,GreenShort4,M,22,25
Short-life,GreenShort,3,GreenShort4,F,22,26
Short-life,GreenShort,3,GreenShort4,F,22,29
Short-life,GreenShort,3,GreenShort4,M,21,21
Short-life,GreenShort,3,GreenShort4,F,23,29
Short-life,GreenShort,3,GreenShort4,F,22,32
Short-life,GreenShort,3,GreenShort4,F,22,28
Short-life,GreenShort,3,GreenShort4,M,21,20
Short-life,GreenShort,3,GreenShort4,F,21,20
Short-life,GreenShort,3,GreenShort4,M,22,22
Short-life,GreenShort,3,GreenShort4,M,23,17
Short-life,GreenShort,3,GreenShort4,M,22,18
Short-life,GreenShort,3,GreenShort4,F,23,23
Short-life,GreenShort,3,GreenShort4,F,22,25
Short-life,GreenShort,3,GreenShort4,F,22,27
Short-life,GreenShort,3,GreenShort4,F,23,27
Short-life,GreenShort,3,GreenShort4,F,23,30
Short-life,GreenShort,3,GreenShort4,F,22,26
Short-life,GreenShort,3,GreenShort4,F,22,20
Short-life,GreenShort,3,GreenShort4,F,23,24
Short-life,GreenShort,3,GreenShort4,F,22,19
Short-life,GreenShort,3,GreenShort5,M,22,18
Short-life,GreenShort,3,GreenShort5,F,23,18
Short-life,GreenShort,3,GreenShort5,F,22,34
Short-life,GreenShort,3,GreenShort5,F,22,11
Short-life,GreenShort,3,GreenShort5,F,21,19
Short-life,GreenShort,3,GreenShort5,M,21,22
Short-life,GreenShort,3,GreenShort5,M,22,12
Short-life,GreenShort,3,GreenShort5,M,22,15
Short-life,GreenShort,3,GreenShort5,M,22,12
Short-life,GreenShort,3,GreenShort5,M,22,14
Short-life,GreenShort,3,GreenShort5,M,22,18
Short-life,GreenShort,3,GreenShort5,M,22,18
Short-life,GreenShort,3,GreenShort5,M,22,12
Short-life,GreenShort,3,GreenShort5,F,22,19
Short-life,GreenShort,3,GreenShort5,M,22,12
Short-life,GreenShort,3,GreenShort5,F,22,22
Short-life,GreenShort,3,GreenShort5,F,22,31
Short-life,GreenShort,3,GreenShort5,M,21,13
Short-life,GreenShort,3,GreenShort5,F,21,29
Short-life,GreenShort,3,GreenShort5,M,21,16
Short-life,GreenShort,3,GreenShort5,M,22,16
Short-life,GreenShort,3,GreenShort5,M,23,9
Short-life,GreenShort,3,GreenShort5,M,22,16
Short-life,GreenShort,3,GreenShort5,F,22,12
Short-life,GreenShort,3,GreenShort5,M,22,22
Short-life,GreenShort,3,GreenShort5,F,23,18
Short-life,GreenShort,3,GreenShort5,M,21,17
Short-life,GreenShort,3,GreenShort5,M,21,18
Short-life,GreenShort,3,GreenShort6,F,23,24
Short-life,GreenShort,3,GreenShort6,M,22,22
Short-life,GreenShort,3,GreenShort6,M,23,19
Short-life,GreenShort,3,GreenShort6,M,23,23
Short-life,GreenShort,3,GreenShort6,M,22,19
Short-life,GreenShort,3,GreenShort6,M,21,21
Short-life,GreenShort,3,GreenShort6,M,23,17
Short-life,GreenShort,3,GreenShort6,F,25,25
Short-life,GreenShort,3,GreenShort6,F,23,23
Short-life,GreenShort,3,GreenShort6,M,22,21
Short-life,GreenShort,3,GreenShort6,M,23,21
Short-life,GreenShort,3,GreenShort6,F,23,29
Short-life,GreenShort,3,GreenShort6,F,23,30
Short-life,GreenShort,3,GreenShort6,M,23,18
Short-life,GreenShort,3,GreenShort6,M,22,16
Short-life,GreenShort,3,GreenShort6,F,23,24
Short-life,GreenShort,3,GreenShort6,F,23,23
Short-life,GreenShort,3,GreenShort6,M,22,17
Short-life,GreenShort,3,GreenShort6,F,22,27
Short-life,GreenShort,3,GreenShort6,M,22,19
Short-life,GreenShort,3,GreenShort7,M,22,16
Short-life,GreenShort,3,GreenShort7,M,24,19
Short-life,GreenShort,3,GreenShort7,M,22,19
Short-life,GreenShort,3,GreenShort7,M,23,22
Short-life,GreenShort,3,GreenShort7,M,22,23
Short-life,GreenShort,3,GreenShort7,M,23,22
Short-life,GreenShort,3,GreenShort7,F,25,37
Short-life,GreenShort,3,GreenShort7,F,23,30
Short-life,GreenShort,3,GreenShort7,F,23,35
Short-life,GreenShort,3,GreenShort7,F,22,39
Short-life,GreenShort,3,GreenShort7,F,25,32
Short-life,GreenShort,3,GreenShort7,F,22,33
Short-life,GreenShort,3,GreenShort7,M,22,21
Short-life,GreenShort,3,GreenShort7,F,22,36
Short-life,GreenShort,3,GreenShort7,F,21,39
Short-life,GreenShort,3,GreenShort7,M,22,15
Short-life,GreenShort,3,GreenShort7,F,23,31
